ID or #		Start	End	Type	Contig
gene3294		3236944	3237432	complete	NODE_20_length_85165_cov_8.967991:10897-10409
gene3295		3237461	3238477	complete	NODE_20_length_85165_cov_8.967991:10380-9364
gene3296		3238507	3240270	complete	NODE_20_length_85165_cov_8.967991:9334-7571
gene3297		3240404	3243814	partial	NODE_20_length_85165_cov_8.967991:7437-5080
gene3320		3257035	3259521	partial	NODE_5_length_361067_cov_9.330210:1694-3261
gene3322		3259981	3261678	complete	NODE_5_length_361067_cov_9.330210:3720-5417
gene3323		3261682	3262335	complete	NODE_5_length_361067_cov_9.330210:5421-6074
gene3324		3262332	3263672	complete	NODE_5_length_361067_cov_9.330210:6071-7411
gene3326		3264242	3264571	complete	NODE_5_length_361067_cov_9.330210:8041-8370
gene3327		3264686	3265225	complete	NODE_5_length_361067_cov_9.330210:14459-14998
gene3328		3265251	3266042	complete	NODE_5_length_361067_cov_9.330210:15024-15815
gene3329		3266140	3266622	complete	NODE_5_length_361067_cov_9.330210:15913-16395
gene3330		3266732	3267631	complete	NODE_5_length_361067_cov_9.330210:16505-17404
gene3331		3267606	3268415	complete	NODE_5_length_361067_cov_9.330210:17379-18188
gene3332		3268427	3269047	complete	NODE_5_length_361067_cov_9.330210:18200-18820
gene3333		3269095	3269820	complete	NODE_5_length_361067_cov_9.330210:18868-19593
gene3334		3270028	3270954	complete	NODE_5_length_361067_cov_9.330210:19801-20727
gene3335		3271053	3271529	complete	NODE_5_length_361067_cov_9.330210:20826-21302
gene3336		3271579	3273222	complete	NODE_5_length_361067_cov_9.330210:21352-22995
gene3337		3273506	3274399	complete	NODE_5_length_361067_cov_9.330210:23279-24172
gene3338		3274405	3275124	complete	NODE_5_length_361067_cov_9.330210:24178-24897
gene3339		3275121	3275996	complete	NODE_5_length_361067_cov_9.330210:24894-25769
gene3340		3275993	3276913	complete	NODE_5_length_361067_cov_9.330210:25766-26686
gene3341		3276916	3277278	complete	NODE_5_length_361067_cov_9.330210:26689-27051
gene3342		3277288	3278202	complete	NODE_5_length_361067_cov_9.330210:27061-27975
gene3343		3278312	3279370	complete	NODE_5_length_361067_cov_9.330210:28085-29143
gene3344		3279660	3279806	complete	NODE_5_length_361067_cov_9.330210:29433-29579
gene3345		3279857	3280870	complete	NODE_5_length_361067_cov_9.330210:29630-30643
gene3346		3280864	3282150	complete	NODE_5_length_361067_cov_9.330210:30637-31923
gene3347		3282179	3283387	complete	NODE_5_length_361067_cov_9.330210:31952-33160
gene3348		3283415	3284746	complete	NODE_5_length_361067_cov_9.330210:33188-34519
gene3349		3284772	3285761	complete	NODE_5_length_361067_cov_9.330210:34545-35534
gene3350		3285855	3286796	complete	NODE_5_length_361067_cov_9.330210:35628-36569
gene3351		3286972	3287115	complete	NODE_5_length_361067_cov_9.330210:36745-36888
gene3353		3287573	3288373	complete	NODE_5_length_361067_cov_9.330210:42095-42895
gene3354		3288366	3289352	complete	NODE_5_length_361067_cov_9.330210:42888-43874
gene3356		3290845	3291591	complete	NODE_5_length_361067_cov_9.330210:50462-51208
gene3357		3291608	3292423	complete	NODE_5_length_361067_cov_9.330210:51225-52040
gene3358		3292420	3293349	complete	NODE_5_length_361067_cov_9.330210:52037-52966
gene3359		3293343	3294782	complete	NODE_5_length_361067_cov_9.330210:52960-54399
gene3360		3295167	3296912	partial	NODE_5_length_361067_cov_9.330210:55694-57375
gene3361		3297163	3299283	partial	NODE_5_length_361067_cov_9.330210:57688-59801
gene3362		3299325	3299936	partial	NODE_5_length_361067_cov_9.330210:61726-62336
gene3363		3300094	3300546	complete	NODE_5_length_361067_cov_9.330210:62494-62946
gene3364		3300647	3301027	complete	NODE_5_length_361067_cov_9.330210:63046-63426
gene3365		3301120	3302853	complete	NODE_5_length_361067_cov_9.330210:63519-65252
gene3366		3302870	3303940	complete	NODE_5_length_361067_cov_9.330210:65269-66339
gene3367		3303950	3305173	complete	NODE_5_length_361067_cov_9.330210:66349-67572
gene3369		3305570	3307102	complete	NODE_5_length_361067_cov_9.330210:67969-69501
gene3374		3310854	3311300	complete	NODE_5_length_361067_cov_9.330210:73257-73703
gene3375		3311395	3312054	complete	NODE_5_length_361067_cov_9.330210:73798-74457
gene3376		3312071	3312259	complete	NODE_5_length_361067_cov_9.330210:74474-74662
gene3377		3312403	3312519	complete	NODE_5_length_361067_cov_9.330210:74806-74922
gene3378		3312479	3313177	partial	NODE_5_length_361067_cov_9.330210:74882-75223,NODE_5_length_361067_cov_9.330210:75227-75583
gene3379		3313201	3314013	complete	NODE_5_length_361067_cov_9.330210:75607-76419
gene3380		3314017	3314286	complete	NODE_5_length_361067_cov_9.330210:76423-76692
gene3381		3314364	3315479	complete	NODE_5_length_361067_cov_9.330210:76769-77884
gene3382		3315561	3317300	complete	NODE_5_length_361067_cov_9.330210:77966-79705
gene3383		3317452	3318033	complete	NODE_5_length_361067_cov_9.330210:79857-80438
gene3384		3318072	3318767	complete	NODE_5_length_361067_cov_9.330210:80477-81172
gene3385		3318913	3320823	complete	NODE_5_length_361067_cov_9.330210:81318-83228
gene3386		3320955	3321299	complete	NODE_5_length_361067_cov_9.330210:83360-83704
gene3387		3321300	3321485	partial	NODE_5_length_361067_cov_9.330210:83733-83908
gene3388		3321574	3322929	partial	NODE_5_length_361067_cov_9.330210:83997-84502
gene3409		3341278	3343326	complete	NODE_5_length_361067_cov_9.330210:103702-105750
gene3410		3343346	3344023	complete	NODE_5_length_361067_cov_9.330210:105770-106447
gene3434		3363601	3365076	complete	NODE_5_length_361067_cov_9.330210:126040-127515
gene3435		3365087	3365236	complete	NODE_5_length_361067_cov_9.330210:127526-127675
gene3436		3365396	3366301	complete	NODE_5_length_361067_cov_9.330210:127835-128740
gene3437		3366427	3367869	complete	NODE_5_length_361067_cov_9.330210:128866-130308
gene3443		3372960	3373970	complete	NODE_5_length_361067_cov_9.330210:140678-141688
gene3444		3373979	3374590	complete	NODE_5_length_361067_cov_9.330210:141697-142308
gene3445		3374670	3375191	complete	NODE_5_length_361067_cov_9.330210:142388-142909
gene3446		3375226	3375966	complete	NODE_5_length_361067_cov_9.330210:142944-143684
gene3447		3375994	3376437	complete	NODE_5_length_361067_cov_9.330210:143712-144155
gene3448		3376439	3378226	complete	NODE_5_length_361067_cov_9.330210:144157-145944
gene3449		3378494	3379060	complete	NODE_5_length_361067_cov_9.330210:146212-146778
gene3450		3379057	3379875	complete	NODE_5_length_361067_cov_9.330210:146775-147593
gene3451		3379928	3380323	complete	NODE_5_length_361067_cov_9.330210:147646-148041
gene3452		3380363	3381106	complete	NODE_5_length_361067_cov_9.330210:148081-148824
gene3453		3381103	3382107	complete	NODE_5_length_361067_cov_9.330210:148821-149825
gene3454		3382189	3382932	complete	NODE_5_length_361067_cov_9.330210:149907-150650
gene3455		3383009	3383578	complete	NODE_5_length_361067_cov_9.330210:150727-151296
gene3456		3383814	3385547	complete	NODE_5_length_361067_cov_9.330210:151532-153265
gene3474		3401739	3401978	complete	NODE_5_length_361067_cov_9.330210:169439-169678
gene3478		3405282	3405368	complete	NODE_5_length_361067_cov_9.330210:174225-174311
gene3479		3405382	3405455	complete	NODE_5_length_361067_cov_9.330210:174325-174398
gene3480		3405496	3405571	complete	NODE_5_length_361067_cov_9.330210:174439-174514
gene3481		3405722	3406210	complete	NODE_5_length_361067_cov_9.330210:174665-175153
gene3560		3506227	3506379	partial	NODE_5_length_361067_cov_9.330210:310816-310931
gene3561		3506385	3506460	complete	NODE_5_length_361067_cov_9.330210:310937-311012
gene3563		3507841	3508812	complete	NODE_5_length_361067_cov_9.330210:313280-314251
gene3564		3509019	3509855	complete	NODE_5_length_361067_cov_9.330210:314457-315293
gene3577		3519776	3520885	complete	NODE_5_length_361067_cov_9.330210:325201-326310
gene3578		3520928	3521995	complete	NODE_5_length_361067_cov_9.330210:326356-327423
gene3579		3522023	3522763	complete	NODE_5_length_361067_cov_9.330210:327451-328191
gene3580		3523109	3523399	partial	NODE_5_length_361067_cov_9.330210:328540-328826
gene3581		3523567	3524625	complete	NODE_5_length_361067_cov_9.330210:328994-330052
gene3582		3524724	3525197	complete	NODE_5_length_361067_cov_9.330210:330151-330624
gene3584		3527284	3528333	complete	NODE_5_length_361067_cov_9.330210:330801-331850
gene3585		3528628	3530052	complete	NODE_5_length_361067_cov_9.330210:332145-333569
gene3586		3530276	3532378	complete	NODE_5_length_361067_cov_9.330210:334151-336253
gene3587		3532618	3532929	partial	NODE_5_length_361067_cov_9.330210:336493-336783
gene3588		3533112	3534470	complete	NODE_38_length_20602_cov_8.731282:468-1826
gene3589		3534760	3535650	complete	NODE_38_length_20602_cov_8.731282:2116-3006
gene3590		3535689	3536513	complete	NODE_38_length_20602_cov_8.731282:3045-3869
gene3591		3536886	3537785	complete	NODE_38_length_20602_cov_8.731282:4242-5141
gene3592		3537825	3539129	complete	NODE_38_length_20602_cov_8.731282:5181-6485
gene3593		3539126	3540187	complete	NODE_38_length_20602_cov_8.731282:6482-7543
gene3594		3540184	3541251	complete	NODE_38_length_20602_cov_8.731282:7540-8607
gene3595		3541251	3541841	complete	NODE_38_length_20602_cov_8.731282:8607-9197
gene3596		3541841	3542578	complete	NODE_38_length_20602_cov_8.731282:9197-9934
gene3597		3542560	3543336	complete	NODE_38_length_20602_cov_8.731282:9916-10692
gene3598		3543330	3543929	partial	NODE_38_length_20602_cov_8.731282:10686-11263
gene3606		3553140	3554144	complete	NODE_39_length_6230_cov_14.021956:1232-2236
gene3609		3555090	3556256	complete	NODE_39_length_6230_cov_14.021956:4728-5894
gene3625		3576340	3577773	partial	NODE_26_length_62505_cov_11.128427:40988-40810
gene3628		3579933	3580562	partial	NODE_26_length_62505_cov_11.128427:39503-39218
gene3630		3582612	3584195	complete	NODE_26_length_62505_cov_11.128427:37157-35574
gene3631		3584532	3586355	complete	NODE_26_length_62505_cov_11.128427:35237-33414
gene3632		3586410	3586991	complete	NODE_26_length_62505_cov_11.128427:33359-32778
gene3633		3587082	3587723	complete	NODE_26_length_62505_cov_11.128427:32687-32046
gene3634		3587838	3588686	complete	NODE_26_length_62505_cov_11.128427:31931-31083
gene3635		3588725	3590176	complete	NODE_26_length_62505_cov_11.128427:31044-29593
gene3636		3590466	3592322	complete	NODE_26_length_62505_cov_11.128427:29303-27447
gene3637		3592337	3593038	complete	NODE_26_length_62505_cov_11.128427:27432-26731
gene3638		3593276	3593416	complete	NODE_26_length_62505_cov_11.128427:26493-26353
gene3639		3593532	3594143	complete	NODE_26_length_62505_cov_11.128427:26237-25626
gene3640		3594417	3595649	complete	NODE_26_length_62505_cov_11.128427:25352-24120
gene3641		3595992	3597230	complete	NODE_26_length_62505_cov_11.128427:23777-22539
gene3642		3597230	3600352	complete	NODE_26_length_62505_cov_11.128427:22539-19417
gene3643		3600353	3603430	complete	NODE_26_length_62505_cov_11.128427:19416-16339
gene3644		3603432	3604847	complete	NODE_26_length_62505_cov_11.128427:16337-14922
gene3645		3604844	3606322	complete	NODE_26_length_62505_cov_11.128427:14925-13447
gene3646		3606319	3607041	complete	NODE_26_length_62505_cov_11.128427:13450-12728
gene3647		3607360	3608721	complete	NODE_26_length_62505_cov_11.128427:12409-11048
gene3648		3608965	3609861	complete	NODE_26_length_62505_cov_11.128427:10804-9908
gene3649		3610102	3610875	complete	NODE_26_length_62505_cov_11.128427:9667-8894
gene3650		3610886	3611749	complete	NODE_26_length_62505_cov_11.128427:8883-8020
gene3651		3611721	3612626	complete	NODE_26_length_62505_cov_11.128427:8048-7143
gene3652		3612623	3613660	complete	NODE_26_length_62505_cov_11.128427:7146-6109
gene3653		3613657	3615279	complete	NODE_26_length_62505_cov_11.128427:6112-4490
gene3654		3615399	3616553	complete	NODE_26_length_62505_cov_11.128427:4370-3216
gene3655		3616851	3617513	complete	NODE_26_length_62505_cov_11.128427:2918-2256
gene3656		3617562	3618839	complete	NODE_26_length_62505_cov_11.128427:2207-930
gene3657		3618910	3620373	partial	NODE_26_length_62505_cov_11.128427:859-1,NODE_24_length_70248_cov_8.783959:70248-69551
gene3658		3620383	3621750	complete	NODE_24_length_70248_cov_8.783959:69541-68174
gene3659		3621957	3622898	complete	NODE_24_length_70248_cov_8.783959:67967-67026
gene3664		3627984	3629036	partial	NODE_24_length_70248_cov_8.783959:66910-65892
gene3665		3629184	3629984	complete	NODE_24_length_70248_cov_8.783959:65744-64944
gene3666		3629981	3630754	complete	NODE_24_length_70248_cov_8.783959:64947-64174
gene3667		3630922	3631041	complete	NODE_24_length_70248_cov_8.783959:64006-63887
gene3668		3631072	3631494	complete	NODE_24_length_70248_cov_8.783959:63856-63434
gene3669		3631491	3632405	complete	NODE_24_length_70248_cov_8.783959:63437-62523
gene3670		3632526	3634337	complete	NODE_24_length_70248_cov_8.783959:62402-60591
gene3671		3634340	3635683	complete	NODE_24_length_70248_cov_8.783959:60588-59245
gene3672		3635673	3636572	complete	NODE_24_length_70248_cov_8.783959:59255-58356
gene3673		3636756	3637073	complete	NODE_24_length_70248_cov_8.783959:58172-57855
gene3674		3637045	3637509	complete	NODE_24_length_70248_cov_8.783959:57883-57419
gene3675		3637506	3637778	complete	NODE_24_length_70248_cov_8.783959:57422-57150
gene3676		3637828	3638613	complete	NODE_24_length_70248_cov_8.783959:57100-56315
gene3677		3638662	3638898	complete	NODE_24_length_70248_cov_8.783959:56266-56030
gene3678		3638887	3640800	complete	NODE_24_length_70248_cov_8.783959:56041-54128
gene3679		3640915	3641385	complete	NODE_24_length_70248_cov_8.783959:54013-53543
gene3680		3641433	3642152	complete	NODE_24_length_70248_cov_8.783959:53495-52776
gene3681		3642146	3643834	complete	NODE_24_length_70248_cov_8.783959:52782-51094
gene3682		3644060	3644173	complete	NODE_24_length_70248_cov_8.783959:50868-50755
gene3683		3644148	3644885	complete	NODE_24_length_70248_cov_8.783959:50780-50043
gene3684		3644869	3645816	complete	NODE_24_length_70248_cov_8.783959:50059-49112
gene3685		3645809	3646966	complete	NODE_24_length_70248_cov_8.783959:49119-47962
gene3686		3646974	3647891	complete	NODE_24_length_70248_cov_8.783959:47954-47037
gene3687		3648028	3650295	complete	NODE_24_length_70248_cov_8.783959:46900-44633
gene3688		3650520	3652265	complete	NODE_24_length_70248_cov_8.783959:44408-42663
gene3689		3652351	3652905	complete	NODE_24_length_70248_cov_8.783959:42577-42023
gene3690		3653128	3654078	partial	NODE_24_length_70248_cov_8.783959:41680-40818
gene3692		3655009	3655578	complete	NODE_24_length_70248_cov_8.783959:39800-39231
gene3694		3657140	3657325	partial	NODE_24_length_70248_cov_8.783959:36962-36860
gene3695		3657322	3658716	complete	NODE_24_length_70248_cov_8.783959:36863-35469
gene3696		3658732	3660705	partial	NODE_24_length_70248_cov_8.783959:35453-34934,NODE_24_length_70248_cov_8.783959:33861-33537
gene3697		3660736	3661647	complete	NODE_24_length_70248_cov_8.783959:33450-32539
gene3698		3661725	3663089	complete	NODE_24_length_70248_cov_8.783959:32461-31097
gene3702		3665954	3666838	complete	NODE_24_length_70248_cov_8.783959:28231-27347
gene3703		3667115	3667831	partial	NODE_24_length_70248_cov_8.783959:27054-26347
gene3704		3667902	3668912	complete	NODE_24_length_70248_cov_8.783959:24619-23609
gene3705		3668928	3670448	complete	NODE_24_length_70248_cov_8.783959:23593-22073
gene3706		3670567	3671595	complete	NODE_24_length_70248_cov_8.783959:21954-20926
gene3707		3671862	3672884	complete	NODE_24_length_70248_cov_8.783959:20659-19637
gene3708		3673040	3674197	complete	NODE_24_length_70248_cov_8.783959:19481-18324
gene3709		3674213	3674881	complete	NODE_24_length_70248_cov_8.783959:18308-17640
gene3710		3675242	3676075	complete	NODE_24_length_70248_cov_8.783959:17279-16446
gene3711		3676146	3676676	complete	NODE_24_length_70248_cov_8.783959:16375-15845
gene3712		3676673	3678118	complete	NODE_24_length_70248_cov_8.783959:15848-14403
gene3713		3678618	3680087	complete	NODE_24_length_70248_cov_8.783959:14102-12633
gene3714		3680266	3681132	complete	NODE_24_length_70248_cov_8.783959:12455-11589
gene3715		3681223	3681420	partial	NODE_24_length_70248_cov_8.783959:11442-11301
gene3716		3681398	3682447	complete	NODE_24_length_70248_cov_8.783959:11323-10274
gene3724		3690703	3691275	complete	NODE_24_length_70248_cov_8.783959:931-359
gene3729		3696666	3697055	complete	NODE_7_length_272670_cov_9.299336:267099-266710
gene3743		3712353	3713114	complete	NODE_7_length_272670_cov_9.299336:251414-250653
gene3744		3713134	3714141	complete	NODE_7_length_272670_cov_9.299336:250633-249626
gene3745		3714244	3714555	complete	NODE_7_length_272670_cov_9.299336:249523-249212
gene3746		3714616	3716334	complete	NODE_7_length_272670_cov_9.299336:249151-247433
gene3747		3716411	3716487	complete	NODE_7_length_272670_cov_9.299336:247356-247280
gene3750		3718514	3720148	complete	NODE_7_length_272670_cov_9.299336:239445-237811
gene3757		3727882	3728985	partial	NODE_7_length_272670_cov_9.299336:229529-228981
gene3758		3729297	3729428	partial	NODE_7_length_272670_cov_9.299336:228669-228567
gene3761		3733125	3735965	partial	NODE_7_length_272670_cov_9.299336:224091-222000
gene3762		3736097	3738730	complete	NODE_7_length_272670_cov_9.299336:221868-219235
gene3763		3738877	3739605	complete	NODE_7_length_272670_cov_9.299336:219088-218360
